[2]
"[118, 0, 13, 3]"
"[117, 0, 13, 3]"
"[118, 0, 13, 3]"
"[117, 0, 13, 3]"
"[118, 0, 13, 3]"
"[119, 0, 13, 3]"
"[119, 0, 12, 3]"
"[118, 0, 12, 3]"
"[119, 0, 12, 3]"
"[120, 0, 12, 3]"
"[120, 0, 13, 3]"
"[121, 0, 13, 3]"
"[120, 0, 13, 3]"
"[120, 0, 14, 3]"
"[121, 0, 14, 3]"
"[120, 0, 14, 3]"
"[121, 0, 14, 3]"
"[121, 0, 15, 3]"
"[122, 0, 15, 3]"
"[122, 0, 16, 3]"
"[121, 0, 16, 3]"
"[122, 0, 16, 3]"
"[121, 0, 16, 3]"
"[120, 0, 16, 3]"
"[121, 0, 16, 3]"
"[121, 0, 16, 3]"
"[121, 0, 17, 3]"
"[122, 0, 17, 3]"
"[122, 0, 17, 3]"
"[122, 0, 18, 3]"
"[122, 0, 19, 3]"
"[121, 0, 19, 3]"
"[121, 0, 20, 3]"
"[122, 0, 20, 3]"
"[121, 0, 20, 3]"
"[120, 0, 20, 3]"
"[121, 0, 20, 3]"
"[122, 0, 20, 3]"
"[123, 0, 20, 3]"
"[123, 0, 21, 3]"
"[122, 0, 21, 3]"
"[123, 0, 21, 3]"
"[122, 0, 21, 3]"
"[123, 0, 21, 3]"
"[124, 0, 21, 3]"
"[125, 0, 21, 3]"
"[125, 0, 22, 3]"
"[126, 0, 22, 3]"
"[125, 0, 22, 3]"
"[126, 0, 22, 3]"
"[125, 0, 22, 3]"
"[124, 0, 22, 3]"
"[124, 0, 23, 3]"
"[125, 0, 23, 3]"
"[125, 0, 24, 3]"
"[124, 0, 24, 3]"
"[124, 0, 25, 3]"
"[124, 0, 26, 3]"
"[125, 0, 26, 3]"
"[124, 0, 26, 3]"
"[123, 0, 26, 3]"
"[124, 0, 26, 3]"
"[125, 0, 26, 3]"
"[126, 0, 26, 3]"
"[125, 0, 26, 3]"
"[124, 0, 26, 3]"
"[125, 0, 26, 3]"
"[124, 0, 26, 3]"
"[125, 0, 26, 3]"
"[124, 0, 26, 3]"
"[123, 0, 26, 3]"
"[122, 0, 26, 3]"
"[123, 0, 26, 3]"
"[124, 0, 26, 3]"
"[125, 0, 26, 3]"
"[125, 0, 27, 3]"
"[126, 0, 27, 3]"
"[127, 0, 27, 3]"
"[127, 0, 26, 3]"
"[126, 0, 26, 3]"
"[125, 0, 26, 3]"
"[124, 0, 26, 3]"
"[124, 0, 27, 3]"
"[125, 0, 27, 3]"
"[124, 0, 27, 3]"
"[125, 0, 27, 3]"
"[125, 0, 28, 3]"
"[126, 0, 28, 3]"
"[127, 0, 28, 3]"
"[128, 0, 28, 3]"
"[129, 0, 28, 3]"
"[130, 0, 28, 3]"
"[131, 0, 28, 3]"
"[131, 0, 29, 3]"
"[132, 0, 29, 3]"
"[132, 0, 28, 3]"
"[131, 0, 28, 3]"
"[131, 0, 28, 2]"
"[132, 0, 28, 2]"
"[131, 0, 28, 2]"
"[132, 0, 28, 2]"
"[133, 0, 28, 2]"
"[132, 0, 28, 2]"
"[131, 0, 28, 2]"
"[132, 0, 28, 2]"
"[133, 0, 28, 2]"
"[133, 0, 27, 2]"
"[133, 0, 28, 2]"
"[134, 0, 28, 2]"
"[135, 0, 28, 2]"
"[134, 0, 28, 2]"
"[133, 0, 28, 2]"
"[132, 0, 28, 2]"
"[133, 0, 28, 2]"
"[134, 0, 28, 2]"
"[134, 0, 29, 2]"
"[134, 0, 29, 2]"
"[134, 0, 28, 2]"
"[134, 0, 29, 2]"
"[133, 0, 29, 2]"
"[132, 0, 29, 2]"
"[132, 0, 29, 3]"
"[133, 0, 29, 3]"
"[133, 0, 30, 3]"
"[132, 0, 30, 3]"
"[133, 0, 30, 3]"
"[132, 0, 30, 3]"
"[133, 0, 30, 3]"
"[132, 0, 30, 3]"
"[133, 0, 30, 3]"
"[133, 0, 29, 3]"
"[132, 0, 29, 3]"
"[132, 0, 30, 3]"
"[133, 0, 30, 3]"
"[134, 0, 30, 3]"
"[134, 0, 29, 3]"
"[133, 0, 29, 3]"
"[133, 0, 28, 3]"
"[132, 0, 28, 3]"
"[132, 0, 28, 3, 1]"
"[131, 0, 28, 3, 1]"
"[132, 0, 28, 3, 1]"
"[133, 0, 28, 3, 1]"
"[133, 0, 29, 3, 1]"
"[133, 0, 29, 3, 1, 1]"
"[132, 0, 29, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[133, 0, 29, 2, 1, 1]"
"[134, 0, 29, 2, 1, 1]"
"[133, 0, 29, 2, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[132, 0, 29, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[134, 0, 29, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[132, 0, 29, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[134, 0, 29, 3, 1, 1]"
"[135, 0, 29, 3, 1, 1]"
"[134, 0, 29, 3, 1, 1]"
"[134, 0, 28, 3, 1, 1]"
"[134, 0, 29, 3, 1, 1]"
"[135, 0, 29, 3, 1, 1]"
"[135, 0, 28, 3, 1, 1]"
"[135, 0, 29, 3, 1, 1]"
"[134, 0, 29, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[132, 0, 29, 3, 1, 1]"
"[131, 0, 29, 3, 1, 1]"
"[132, 0, 29, 3, 1, 1]"
"[132, 0, 28, 3, 1, 1]"
"[133, 0, 28, 3, 1, 1]"
"[132, 0, 28, 3, 1, 1]"
"[132, 0, 29, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[132, 0, 29, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[133, 0, 30, 3, 1, 1]"
"[133, 0, 29, 3, 1, 1]"
"[134, 0, 29, 3, 1, 1]"
"[134, 0, 30, 3, 1, 1]"
"[133, 0, 30, 3, 1, 1]"
"[133, 0, 31, 3, 1, 1]"
"[132, 0, 31, 3, 1, 1]"
"[133, 0, 31, 3, 1, 1]"
"[132, 0, 31, 3, 1, 1]"
"[131, 0, 31, 3, 1, 1]"
"[130, 0, 31, 3, 1, 1]"
"[131, 0, 31, 3, 1, 1]"
"[130, 0, 31, 3, 1, 1]"
"[130, 0, 30, 3, 1, 1]"
"[130, 0, 29, 3, 1, 1]"
"[129, 0, 29, 3, 1, 1]"
"[130, 0, 29, 3, 1, 1]"
"[129, 0, 29, 3, 1, 1]"
"[128, 0, 29, 3, 1, 1]"
"[129, 0, 29, 3, 1, 1]"
"[128, 0, 29, 3, 1, 1]"
"[128, 0, 30, 3, 1, 1]"
"[129, 0, 30, 3, 1, 1]"
"[128, 0, 30, 3, 1, 1]"
"[127, 0, 30, 3, 1, 1]"
"[128, 0, 30, 3, 1, 1]"
"[128, 0, 31, 3, 1, 1]"
"[129, 0, 31, 3, 1, 1]"
"[128, 0, 31, 3, 1, 1]"
"[129, 0, 31, 3, 1, 1]"
"[130, 0, 31, 3, 1, 1]"
"[131, 0, 31, 3, 1, 1]"
"[130, 0, 31, 3, 1, 1]"
"[129, 0, 31, 3, 1, 1]"
"[129, 0, 32, 3, 1, 1]"
"[130, 0, 32, 3, 1, 1]"
"[131, 0, 32, 3, 1, 1]"
"[131, 0, 31, 3, 1, 1]"
"[130, 0, 31, 3, 1, 1]"
"[130, 0, 32, 3, 1, 1]"
"[129, 0, 32, 3, 1, 1]"
"[130, 0, 32, 3, 1, 1]"
"[129, 0, 32, 3, 1, 1]"
"[128, 0, 32, 3, 1, 1]"
"[127, 0, 32, 3, 1, 1]"
"[128, 0, 32, 3, 1, 1]"
"[129, 0, 32, 3, 1, 1]"
"[129, 0, 33, 3, 1, 1]"
"[128, 0, 33, 3, 1, 1]"
"[129, 0, 33, 3, 1, 1]"
"[130, 0, 33, 3, 1, 1]"
"[129, 0, 33, 3, 1, 1]"
"[129, 0, 34, 3, 1, 1]"
"[129, 0, 34, 4, 1, 1]"
"[128, 0, 34, 4, 1, 1]"
"[129, 0, 34, 4, 1, 1]"
"[130, 0, 34, 4, 1, 1]"
"[131, 0, 34, 4, 1, 1]"
"[130, 0, 34, 4, 1, 1]"
"[131, 0, 34, 4, 1, 1]"
"[130, 0, 34, 4, 1, 1]"
"[129, 0, 34, 4, 1, 1]"
"[129, 0, 34, 5, 1, 1]"
"[128, 0, 34, 5, 1, 1]"
"[127, 0, 34, 5, 1, 1]"
"[128, 0, 34, 5, 1, 1]"
"[127, 0, 34, 5, 1, 1]"
"[126, 0, 34, 5, 1, 1]"
"[126, 0, 33, 5, 1, 1]"
"[125, 0, 33, 5, 1, 1]"
"[126, 0, 33, 5, 1, 1]"
"[127, 0, 33, 5, 1, 1]"
"[128, 0, 33, 5, 1, 1]"
"[127, 0, 33, 5, 1, 1]"
"[127, 0, 32, 5, 1, 1]"
"[128, 0, 32, 5, 1, 1]"
"[128, 0, 33, 5, 1, 1]"
"[128, 0, 34, 5, 1, 1]"
"[129, 0, 34, 5, 1, 1]"
"[130, 0, 34, 5, 1, 1]"
"[131, 0, 34, 5, 1, 1]"
"[130, 0, 34, 5, 1, 1]"
"[130, 0, 33, 5, 1, 1]"
"[131, 0, 33, 5, 1, 1]"
"[131, 0, 33, 4, 1, 1]"
"[130, 0, 33, 4, 1, 1]"
"[131, 0, 33, 4, 1, 1]"
"[130, 0, 33, 4, 1, 1]"
"[131, 0, 33, 4, 1, 1]"
"[130, 0, 33, 4, 1, 1]"
"[131, 0, 33, 4, 1, 1]"
"[131, 0, 33, 5, 1, 1]"
"[132, 0, 33, 5, 1, 1]"
"[133, 0, 33, 5, 1, 1]"
"[132, 0, 33, 5, 1, 1]"
"[131, 0, 33, 5, 1, 1]"
"[130, 0, 33, 5, 1, 1]"
"[129, 0, 33, 5, 1, 1]"
"[129, 0, 32, 5, 1, 1]"
"[128, 0, 32, 5, 1, 1]"
"[128, 0, 31, 5, 1, 1]"
"[129, 0, 31, 5, 1, 1]"
"[130, 0, 31, 5, 1, 1]"
"[131, 0, 31, 5, 1, 1]"
"[132, 0, 31, 5, 1, 1]"
"[133, 0, 31, 5, 1, 1]"
"[134, 0, 31, 5, 1, 1]"
"[133, 0, 31, 5, 1, 1]"
"[132, 0, 31, 5, 1, 1]"
"[132, 0, 32, 5, 1, 1]"
"[133, 0, 32, 5, 1, 1]"
"[133, 0, 33, 5, 1, 1]"
"[133, 0, 32, 5, 1, 1]"
"[133, 0, 33, 5, 1, 1]"
"[132, 0, 33, 5, 1, 1]"
"[131, 0, 33, 5, 1, 1]"
"[130, 0, 33, 5, 1, 1]"
"[130, 0, 33, 5, 1, 1]"
"[131, 0, 33, 5, 1, 1]"
"[131, 0, 34, 5, 1, 1]"
"[132, 0, 34, 5, 1, 1]"
"[131, 0, 34, 5, 1, 1]"
"[131, 0, 33, 5, 1, 1]"
"[130, 0, 33, 5, 1, 1]"
"[131, 0, 33, 5, 1, 1]"
"[131, 0, 34, 5, 1, 1]"
"[130, 0, 34, 5, 1, 1]"
"[131, 0, 34, 5, 1, 1]"
"[132, 0, 34, 5, 1, 1]"
"[132, 0, 34, 5, 0, 1]"
"[131, 0, 34, 5, 0, 1]"
"[130, 0, 34, 5, 0, 1]"
"[130, 0, 33, 5, 0, 1]"
"[130, 0, 34, 5, 0, 1]"
"[129, 0, 34, 5, 0, 1]"
"[129, 0, 34, 4, 0, 1]"
"[130, 0, 34, 4, 0, 1]"
"[129, 0, 34, 4, 0, 1]"
"[130, 0, 34, 4, 0, 1]"
"[129, 0, 34, 4, 0, 1]"
"[128, 0, 34, 4, 0, 1]"
"[128, 0, 35, 4, 0, 1]"
"[127, 0, 35, 4, 0, 1]"
"[128, 0, 35, 4, 0, 1]"
"[129, 0, 35, 4, 0, 1]"
"[129, 0, 34, 4, 0, 1]"
"[128, 0, 34, 4, 0, 1]"
"[128, 0, 33, 4, 0, 1]"
"[127, 0, 33, 4, 0, 1]"
"[127, 0, 34, 4, 0, 1]"
"[126, 0, 34, 4, 0, 1]"
"[126, 0, 33, 4, 0, 1]"
"[125, 0, 33, 4, 0, 1]"
"[125, 0, 34, 4, 0, 1]"
"[125, 0, 35, 4, 0, 1]"
"[124, 0, 35, 4, 0, 1]"
"[123, 0, 35, 4, 0, 1]"
"[123, 0, 34, 4, 0, 1]"
"[124, 0, 34, 4, 0, 1]"
"[124, 0, 35, 4, 0, 1]"
"[125, 0, 35, 4, 0, 1]"
"[124, 0, 35, 4, 0, 1]"
"[123, 0, 35, 4, 0, 1]"
"[123, 0, 36, 4, 0, 1]"
"[123, 0, 37, 4, 0, 1]"
"[124, 0, 37, 4, 0, 1]"
"[124, 0, 38, 4, 0, 1]"
"[123, 0, 38, 4, 0, 1]"
"[124, 0, 38, 4, 0, 1]"
"[123, 0, 38, 4, 0, 1]"
"[123, 0, 37, 4, 0, 1]"
"[123, 0, 38, 4, 0, 1]"
"[124, 0, 38, 4, 0, 1]"
"[123, 0, 38, 4, 0, 1]"
"[122, 0, 38, 4, 0, 1]"
"[123, 0, 38, 4, 0, 1]"
"[124, 0, 38, 4, 0, 1]"
"[125, 0, 38, 4, 0, 1]"
"[124, 0, 38, 4, 0, 1]"
"[125, 0, 38, 4, 0, 1]"
"[125, 0, 37, 4, 0, 1]"
"[126, 0, 37, 4, 0, 1]"
"[127, 0, 37, 4, 0, 1]"
"[126, 0, 37, 4, 0, 1]"
"[125, 0, 37, 4, 0, 1]"
"[124, 0, 37, 4, 0, 1]"
"[125, 0, 37, 4, 0, 1]"
"[125, 0, 36, 4, 0, 1]"
"[124, 0, 36, 4, 0, 1]"
"[124, 0, 36, 3, 0, 1]"
"[123, 0, 36, 3, 0, 1]"
"[123, 0, 36, 4, 0, 1]"
"[123, 0, 36, 5, 0, 1]"
"[123, 0, 37, 5, 0, 1]"
"[124, 0, 37, 5, 0, 1]"
"[125, 0, 37, 5, 0, 1]"
"[124, 0, 37, 5, 0, 1]"
"[125, 0, 37, 5, 0, 1]"
"[126, 0, 37, 5, 0, 1]"
"[126, 0, 36, 5, 0, 1]"
"[125, 0, 36, 5, 0, 1]"
"[126, 0, 36, 5, 0, 1]"
"[125, 0, 36, 5, 0, 1]"
"[126, 0, 36, 5, 0, 1]"
"[125, 0, 36, 5, 0, 1]"
"[126, 0, 36, 5, 0, 1]"
"[126, 0, 37, 5, 0, 1]"
"[127, 0, 37, 5, 0, 1]"
"[128, 0, 37, 5, 0, 1]"
"[127, 0, 37, 5, 0, 1]"
"[126, 0, 37, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[125, 0, 38, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[127, 0, 38, 5, 0, 1]"
"[127, 0, 39, 5, 0, 1]"
"[127, 0, 38, 5, 0, 1]"
"[127, 0, 37, 5, 0, 1]"
"[127, 0, 36, 5, 0, 1]"
"[127, 0, 37, 5, 0, 1]"
"[127, 0, 38, 5, 0, 1]"
"[128, 0, 38, 5, 0, 1]"
"[127, 0, 38, 5, 0, 1]"
"[128, 0, 38, 5, 0, 1]"
"[127, 0, 38, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[125, 0, 38, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[125, 0, 38, 5, 0, 1]"
"[124, 0, 38, 5, 0, 1]"
"[123, 0, 38, 5, 0, 1]"
"[124, 0, 38, 5, 0, 1]"
"[124, 0, 37, 5, 0, 1]"
"[125, 0, 37, 5, 0, 1]"
"[126, 0, 37, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[126, 0, 39, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[125, 0, 38, 5, 0, 1]"
"[124, 0, 38, 5, 0, 1]"
"[125, 0, 38, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[127, 0, 38, 5, 0, 1]"
"[126, 0, 38, 5, 0, 1]"
"[125, 0, 38, 5, 0, 1]"
"[124, 0, 38, 5, 0, 1]"
"[123, 0, 38, 5, 0, 1]"
"[124, 0, 38, 5, 0, 1]"
"[123, 0, 38, 5, 0, 1]"
"[122, 0, 38, 5, 0, 1]"
"[121, 0, 38, 5, 0, 1]"
"[122, 0, 38, 5, 0, 1]"
"[123, 0, 38, 5, 0, 1]"
"[122, 0, 38, 5, 0, 1]"
"[122, 0, 37, 5, 0, 1]"
"[122, 0, 37, 5, 0, 0]"
"[123, 0, 37, 5, 0, 0]"
"[122, 0, 37, 5, 0, 0]"
"[122, 0, 38, 5, 0, 0]"
"[123, 0, 38, 5, 0, 0]"
"[123, 0, 37, 5, 0, 0]"
"[122, 0, 37, 5, 0, 0]"
"[123, 0, 37, 5, 0, 0]"
"[123, 0, 37, 6, 0, 0]"
"[123, 0, 37, 7, 0, 0]"
"[122, 0, 37, 7, 0, 0]"
"[123, 0, 37, 7, 0, 0]"
"[123, 0, 36, 7, 0, 0]"
"[124, 0, 36, 7, 0, 0]"
"[125, 0, 36, 7, 0, 0]"
"[124, 0, 36, 7, 0, 0]"
"[124, 0, 37, 7, 0, 0]"
"[125, 0, 37, 7, 0, 0]"
"[126, 0, 37, 7, 0, 0]"
"[125, 0, 37, 7, 0, 0]"
"[126, 0, 37, 7, 0, 0]"
"[126, 0, 38, 7, 0, 0]"
"[127, 0, 38, 7, 0, 0]"
"[127, 0, 37, 7, 0, 0]"
"[127, 0, 36, 7, 0, 0]"
"[127, 0, 37, 7, 0, 0]"
"[127, 0, 37, 8, 0, 0]"
"[128, 0, 37, 8, 0, 0]"
"[128, 0, 36, 8, 0, 0]"
"[128, 0, 37, 8, 0, 0]"
"[128, 0, 37, 7, 0, 0]"
"[128, 0, 38, 7, 0, 0]"
"[128, 0, 37, 7, 0, 0]"
"[128, 0, 37, 8, 0, 0]"
"[128, 0, 37, 9, 0, 0]"
"[127, 0, 37, 9, 0, 0]"
"[126, 0, 37, 9, 0, 0]"
"[126, 0, 36, 9, 0, 0]"
"[125, 0, 36, 9, 0, 0]"
"[124, 0, 36, 9, 0, 0]"
"[123, 0, 36, 9, 0, 0]"
"[122, 0, 36, 9, 0, 0]"
"[123, 0, 36, 9, 0, 0]"
"[122, 0, 36, 9, 0, 0]"
"[121, 0, 36, 9, 0, 0]"
"[122, 0, 36, 9, 0, 0]"
"[122, 0, 36, 10, 0, 0]"
"[121, 0, 36, 10, 0, 0]"
"[121, 0, 37, 10, 0, 0]"
"[121, 0, 38, 10, 0, 0]"
"[122, 0, 38, 10, 0, 0]"
"[122, 0, 39, 10, 0, 0]"
"[121, 0, 39, 10, 0, 0]"
"[122, 0, 39, 10, 0, 0]"
"[121, 0, 39, 10, 0, 0]"
"[122, 0, 39, 10, 0, 0]"
"[122, 0, 39, 10, 0, 0]"
"[122, 0, 39, 10, 0, 0]"
"[123, 0, 39, 10, 0, 0]"
"[124, 0, 39, 10, 0, 0]"
"[124, 0, 38, 10, 0, 0]"
"[124, 0, 37, 10, 0, 0]"
"[125, 0, 37, 10, 0, 0]"
"[124, 0, 37, 10, 0, 0]"
"[124, 0, 37, 9, 0, 0]"
"[125, 0, 37, 9, 0, 0]"
"[125, 0, 38, 9, 0, 0]"
"[124, 0, 38, 9, 0, 0]"
"[124, 0, 39, 9, 0, 0]"
"[124, 0, 39, 10, 0, 0]"
"[125, 0, 39, 10, 0, 0]"
"[124, 0, 39, 10, 0, 0]"
"[125, 0, 39, 10, 0, 0]"
"[125, 0, 38, 10, 0, 0]"
"[125, 0, 39, 10, 0, 0]"
"[124, 0, 39, 10, 0, 0]"
"[124, 0, 40, 10, 0, 0]"
"[124, 0, 39, 10, 0, 0]"
"[124, 0, 38, 10, 0, 0]"
"[123, 0, 38, 10, 0, 0]"
"[122, 0, 38, 10, 0, 0]"
"[122, 0, 39, 10, 0, 0]"
"[121, 0, 39, 10, 0, 0]"
"[120, 0, 39, 10, 0, 0]"
"[121, 0, 39, 10, 0, 0]"
"[120, 0, 39, 10, 0, 0]"
"[121, 0, 39, 10, 0, 0]"
"[121, 0, 38, 10, 0, 0]"
"[122, 0, 38, 10, 0, 0]"
"[121, 0, 38, 10, 0, 0]"
"[121, 0, 39, 10, 0, 0]"
"[121, 0, 40, 10, 0, 0]"
"[120, 0, 40, 10, 0, 0]"
"[120, 0, 40, 11, 0, 0]"
"[121, 0, 40, 11, 0, 0]"
"[120, 0, 40, 11, 0, 0]"
"[119, 0, 40, 11, 0, 0]"
"[119, 0, 40, 12, 0, 0]"
"[118, 0, 40, 12, 0, 0]"
"[118, 0, 40, 11, 0, 0]"
"[117, 0, 40, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[117, 0, 40, 11, 0, 0]"
"[117, 0, 40, 12, 0, 0]"
"[116, 0, 40, 12, 0, 0]"
"[115, 0, 40, 12, 0, 0]"
"[116, 0, 40, 12, 0, 0]"
"[115, 0, 40, 12, 0, 0]"
"[114, 0, 40, 12, 0, 0]"
"[114, 0, 40, 11, 0, 0]"
"[113, 0, 40, 11, 0, 0]"
"[114, 0, 40, 11, 0, 0]"
"[115, 0, 40, 11, 0, 0]"
"[114, 0, 40, 11, 0, 0]"
"[115, 0, 40, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[117, 0, 40, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[116, 0, 41, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[115, 0, 40, 11, 0, 0]"
"[114, 0, 40, 11, 0, 0]"
"[114, 0, 41, 11, 0, 0]"
"[115, 0, 41, 11, 0, 0]"
"[115, 0, 40, 11, 0, 0]"
"[114, 0, 40, 11, 0, 0]"
"[113, 0, 40, 11, 0, 0]"
"[113, 0, 40, 11, 0, 0]"
"[114, 0, 40, 11, 0, 0]"
"[115, 0, 40, 11, 0, 0]"
"[115, 0, 41, 11, 0, 0]"
"[116, 0, 41, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[116, 0, 40, 10, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[115, 0, 40, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[117, 0, 40, 11, 0, 0]"
"[116, 0, 40, 11, 0, 0]"
"[116, 0, 41, 11, 0, 0]"
"[116, 0, 42, 11, 0, 0]"
"[115, 0, 42, 11, 0, 0]"
"[114, 0, 42, 11, 0, 0]"
"[114, 0, 41, 11, 0, 0]"
"[115, 0, 41, 11, 0, 0]"
"[116, 0, 41, 11, 0, 0]"
"[115, 0, 41, 11, 0, 0]"
"[115, 0, 41, 12, 0, 0]"
"[115, 0, 40, 12, 0, 0]"
"[114, 0, 40, 12, 0, 0]"
"[114, 0, 40, 12, 0, 0]"
